(-41.48, 20.02), (255, 255, 255)
(-37.99, 41.69), (255, 255, 255)
(-35.67, 24.12), (255, 255, 255)
(-40.32, 36.08), (255, 255, 255)
(-35.22, 36.37), (255, 255, 255)
(-44.15, 34.62), (255, 255, 255)
(-53.09, 26.73), (255, 255, 255)
(-52.14, 25.77), (255, 255, 255)
(-42.98, 29.08), (255, 255, 255)
(-55.98, 43.88), (255, 255, 255)
(-38.74, 28.29), (255, 255, 255)
(-31.66, 30.68), (255, 255, 255)
(-49.97, 36.06), (255, 255, 255)
(-50.61, 47.57), (255, 255, 255)
(-37.11, 31.58), (255, 255, 255)
(-35.01, 26.7), (255, 255, 255)
(-49.97, 41.0), (255, 255, 255)
(-32.2, 26.14), (255, 255, 255)
(-34.09, 26.7), (255, 255, 255)
(-42.74, 35.66), (255, 255, 255)
(-48.62, 20.01), (255, 255, 255)
(-56.19, 40.47), (255, 255, 255)
(-35.69, 38.55), (255, 255, 255)
(-47.47, 29.67), (255, 255, 255)
(-30.14, 32.11), (255, 255, 255)
(-51.84, 46.1), (255, 255, 255)
(-44.41, 34.61), (255, 255, 255)
(-47.85, 28.81), (255, 255, 255)
(-50.39, 39.11), (255, 255, 255)
(-52.8, 27.39), (255, 255, 255)
(-33.63, 30.57), (255, 255, 255)
(-42.11, 23.8), (255, 255, 255)
(-53.31, 43.22), (255, 255, 255)
(-36.15, 29.86), (255, 255, 255)
(-36.29, 26.08), (255, 255, 255)
(-43.53, 18.47), (255, 255, 255)
(-33.38, 38.98), (255, 255, 255)
(-38.34, 19.82), (255, 255, 255)
(-29.88, 32.32), (255, 255, 255)
(-44.66, 48.14), (255, 255, 255)
(-38.34, 31.85), (255, 255, 255)
(-49.3, 20.04), (255, 255, 255)
(-54.93, 24.25), (255, 255, 255)
(-41.84, 34.74), (255, 255, 255)
(-45.79, 29.13), (255, 255, 255)
(-36.98, 34.07), (255, 255, 255)
(-50.21, 33.35), (255, 255, 255)
(-49.21, 39.41), (255, 255, 255)
(-42.63, 31.18), (255, 255, 255)
(-40.28, 35.06), (255, 255, 255)
(-34.41, 28.42), (255, 255, 255)
(-35.33, 39.72), (255, 255, 255)
(-35.72, 35.61), (255, 255, 255)
(-50.21, 23.03), (255, 255, 255)
(-46.11, 20.03), (255, 255, 255)
(-40.99, 39.04), (255, 255, 255)
(-42.64, 21.4), (255, 255, 255)
(-39.27, 42.42), (255, 255, 255)
(-33.35, 31.51), (255, 255, 255)
(-51.74, 31.58), (255, 255, 255)
(-35.12, 27.02), (255, 255, 255)
(-44.65, 29.71), (255, 255, 255)
(-49.07, 29.17), (255, 255, 255)
