(-12.21, 18.59), RGB(red=255, green=240, blue=245)
(-24.08, 38.84), RGB(red=255, green=240, blue=245)
(2.84, 49.63), RGB(red=255, green=240, blue=245)
(11.22, 44.34), RGB(red=255, green=240, blue=245)
(-14.35, 32.93), RGB(red=255, green=240, blue=245)
(5.35, 57.36), RGB(red=255, green=240, blue=245)
(-6.69, 57.9), RGB(red=255, green=240, blue=245)
(-8.83, 37.21), RGB(red=255, green=240, blue=245)
(-2.16, 49.2), RGB(red=255, green=240, blue=245)
(-18.53, 58.69), RGB(red=255, green=240, blue=245)
(-8.08, 41.87), RGB(red=255, green=240, blue=245)
(0.62, 19.76), RGB(red=255, green=240, blue=245)
(-3.93, 54.32), RGB(red=255, green=240, blue=245)
(1.76, 21.61), RGB(red=255, green=240, blue=245)
(-20.21, 48.09), RGB(red=255, green=240, blue=245)
(-6.83, 56.03), RGB(red=255, green=240, blue=245)
(-21.41, 44.81), RGB(red=255, green=240, blue=245)
(0.07, 19.18), RGB(red=255, green=240, blue=245)
(-13.36, 37.27), RGB(red=255, green=240, blue=245)
(-20.1, 55.9), RGB(red=255, green=240, blue=245)
(9.34, 38.19), RGB(red=255, green=240, blue=245)
(-0.46, 47.67), RGB(red=255, green=240, blue=245)
(-3.94, 22.39), RGB(red=255, green=240, blue=245)
(-48.65, 17.98), RGB(red=237, green=145, blue=33)
(-49.99, 25.39), RGB(red=237, green=145, blue=33)
(-51.97, 13.71), RGB(red=237, green=145, blue=33)
(-49.82, 19.36), RGB(red=237, green=145, blue=33)
(-39.76, 43.58), RGB(red=237, green=145, blue=33)
(-47.0, 32.23), RGB(red=237, green=145, blue=33)
(-53.85, 53.88), RGB(red=237, green=145, blue=33)
(-59.18, 50.54), RGB(red=237, green=145, blue=33)
(-39.84, 24.94), RGB(red=237, green=145, blue=33)
(-41.58, 26.19), RGB(red=237, green=145, blue=33)
(-58.07, 34.97), RGB(red=237, green=145, blue=33)
(-55.24, 19.69), RGB(red=237, green=145, blue=33)
(-56.11, 49.7), RGB(red=237, green=145, blue=33)
(-53.81, 26.67), RGB(red=237, green=145, blue=33)
(-49.92, 44.38), RGB(red=237, green=145, blue=33)
(-46.04, 24.08), RGB(red=237, green=145, blue=33)
(-34.53, 37.05), RGB(red=237, green=145, blue=33)
(-59.14, 38.78), RGB(red=237, green=145, blue=33)
(-46.91, 25.38), RGB(red=237, green=145, blue=33)
(-56.18, 43.54), RGB(red=237, green=145, blue=33)
(-55.56, 47.55), RGB(red=237, green=145, blue=33)
(-34.81, 39.81), RGB(red=237, green=145, blue=33)
(-37.89, 36.58), RGB(red=237, green=145, blue=33)
(-36.99, 38.77), RGB(red=237, green=145, blue=33)
(-52.08, 42.02), RGB(red=237, green=145, blue=33)
(-51.91, 36.7), RGB(red=237, green=145, blue=33)
(-51.31, 37.95), RGB(red=237, green=145, blue=33)
(-49.39, 35.93), RGB(red=237, green=145, blue=33)
(-51.75, 29.73), RGB(red=237, green=145, blue=33)
(-50.6, 16.28), RGB(red=237, green=145, blue=33)
(-49.04, 29.55), RGB(red=237, green=145, blue=33)
(-38.95, 38.06), RGB(red=237, green=145, blue=33)
(-43.92, 53.39), RGB(red=237, green=145, blue=33)
(-57.48, 38.48), RGB(red=237, green=145, blue=33)
(-47.93, 37.86), RGB(red=237, green=145, blue=33)
(-43.85, 35.41), RGB(red=237, green=145, blue=33)
(-47.61, 45.68), RGB(red=237, green=145, blue=33)
(-40.45, 24.56), RGB(red=237, green=145, blue=33)
(-56.69, 15.6), RGB(red=237, green=145, blue=33)
(-35.9, 33.88), RGB(red=237, green=145, blue=33)
(-58.95, 53.45), RGB(red=237, green=145, blue=33)
(-54.38, 55.16), RGB(red=237, green=145, blue=33)
(-35.16, 33.12), RGB(red=237, green=145, blue=33)
(-53.99, 42.2), RGB(red=237, green=145, blue=33)
(-58.86, 29.56), RGB(red=237, green=145, blue=33)
(-42.38, 47.45), RGB(red=237, green=145, blue=33)
(-51.7, 19.47), RGB(red=237, green=145, blue=33)
(-48.91, 17.57), RGB(red=237, green=145, blue=33)
(-47.05, 34.13), RGB(red=237, green=145, blue=33)
(-43.21, 42.59), RGB(red=237, green=145, blue=33)
(-40.12, 44.26), RGB(red=237, green=145, blue=33)
(-39.92, 44.52), RGB(red=237, green=145, blue=33)
(-41.83, 48.5), RGB(red=237, green=145, blue=33)
(-44.25, 50.97), RGB(red=237, green=145, blue=33)
(-38.98, 41.17), RGB(red=237, green=145, blue=33)
(-52.88, 40.25), RGB(red=237, green=145, blue=33)
(-59.45, 35.6), RGB(red=237, green=145, blue=33)
(-41.27, 43.55), RGB(red=237, green=145, blue=33)
(-44.3, 27.05), RGB(red=237, green=145, blue=33)
(-49.62, 35.69), RGB(red=237, green=145, blue=33)
(-39.59, 21.93), RGB(red=237, green=145, blue=33)
(-34.65, 33.26), RGB(red=237, green=145, blue=33)
(-41.58, 25.33), RGB(red=237, green=145, blue=33)
(-42.43, 29.91), RGB(red=237, green=145, blue=33)
(-39.48, 43.18), RGB(red=237, green=145, blue=33)
(-47.68, 39.61), RGB(red=237, green=145, blue=33)
(-51.72, 36.34), RGB(red=237, green=145, blue=33)
(-39.98, 28.33), RGB(red=237, green=145, blue=33)
(-52.49, 51.21), RGB(red=237, green=145, blue=33)
(-57.77, 34.77), RGB(red=237, green=145, blue=33)
(-52.17, 34.5), RGB(red=237, green=145, blue=33)
(-36.07, 39.94), RGB(red=237, green=145, blue=33)
(-41.81, 32.56), RGB(red=237, green=145, blue=33)
(-56.93, 49.69), RGB(red=237, green=145, blue=33)
(-37.82, 47.08), RGB(red=237, green=145, blue=33)
(-52.98, 35.02), RGB(red=237, green=145, blue=33)
(-45.45, 34.78), RGB(red=237, green=145, blue=33)
(-44.84, 27.38), RGB(red=237, green=145, blue=33)
(-57.06, 58.69), RGB(red=237, green=145, blue=33)
(-39.65, 24.77), RGB(red=237, green=145, blue=33)
(-57.42, 14.3), RGB(red=237, green=145, blue=33)
(-44.09, 47.74), RGB(red=237, green=145, blue=33)
(-46.8, 37.6), RGB(red=237, green=145, blue=33)
(-38.63, 43.91), RGB(red=237, green=145, blue=33)
(-51.35, 15.73), RGB(red=237, green=145, blue=33)
(-46.59, 45.09), RGB(red=237, green=145, blue=33)
(-58.85, 47.38), RGB(red=237, green=145, blue=33)
(-59.36, 42.88), RGB(red=237, green=145, blue=33)
(-55.71, 35.53), RGB(red=237, green=145, blue=33)
(-47.68, 31.84), RGB(red=237, green=145, blue=33)
(-59.57, -46.81), RGB(red=238, green=44, blue=44)
(-32.51, -55.29), RGB(red=238, green=44, blue=44)
(-57.1, -35.23), RGB(red=238, green=44, blue=44)
(-42.15, -51.01), RGB(red=238, green=44, blue=44)
(-30.1, -59.98), RGB(red=238, green=44, blue=44)
(-32.38, -56.18), RGB(red=238, green=44, blue=44)
(-38.55, -40.65), RGB(red=238, green=44, blue=44)
(-32.02, -57.74), RGB(red=238, green=44, blue=44)
(-46.07, -51.2), RGB(red=238, green=44, blue=44)
(-56.48, -42.59), RGB(red=238, green=44, blue=44)
(-56.93, -54.47), RGB(red=238, green=44, blue=44)
(-54.49, -43.75), RGB(red=238, green=44, blue=44)
(-37.82, -56.43), RGB(red=238, green=44, blue=44)
(-42.92, -37.19), RGB(red=238, green=44, blue=44)
(-57.66, -40.7), RGB(red=238, green=44, blue=44)
(-51.47, -42.49), RGB(red=238, green=44, blue=44)
(-50.73, -55.37), RGB(red=238, green=44, blue=44)
(-51.25, -35.44), RGB(red=238, green=44, blue=44)
(-56.15, -59.19), RGB(red=238, green=44, blue=44)
(-45.67, -55.28), RGB(red=238, green=44, blue=44)
(-36.41, -46.7), RGB(red=238, green=44, blue=44)
(-54.4, -43.34), RGB(red=238, green=44, blue=44)
(-30.52, -56.27), RGB(red=238, green=44, blue=44)
(-55.58, -34.22), RGB(red=238, green=44, blue=44)
(-30.07, -58.63), RGB(red=238, green=44, blue=44)
(-45.42, -35.89), RGB(red=238, green=44, blue=44)
(-28.94, -58.71), RGB(red=238, green=44, blue=44)
(-38.44, -58.23), RGB(red=238, green=44, blue=44)
(-36.94, -41.96), RGB(red=238, green=44, blue=44)
(-54.21, -41.2), RGB(red=238, green=44, blue=44)
(-54.22, -34.02), RGB(red=238, green=44, blue=44)
(-53.89, -54.73), RGB(red=238, green=44, blue=44)
(-43.45, -41.39), RGB(red=238, green=44, blue=44)
(-40.56, -52.24), RGB(red=238, green=44, blue=44)
(-29.35, -55.93), RGB(red=238, green=44, blue=44)
(-42.2, -39.69), RGB(red=238, green=44, blue=44)
(-53.54, -46.6), RGB(red=238, green=44, blue=44)
(-51.43, -43.25), RGB(red=238, green=44, blue=44)
(-38.06, -59.16), RGB(red=238, green=44, blue=44)
(-59.22, -52.22), RGB(red=238, green=44, blue=44)
(-59.16, -36.87), RGB(red=238, green=44, blue=44)
(-36.97, -55.44), RGB(red=238, green=44, blue=44)
(-33.56, -43.36), RGB(red=238, green=44, blue=44)
(-50.18, -44.03), RGB(red=238, green=44, blue=44)
(-37.82, -40.7), RGB(red=238, green=44, blue=44)
(-48.02, -36.75), RGB(red=238, green=44, blue=44)
(-43.95, -40.41), RGB(red=238, green=44, blue=44)
(-52.12, -37.25), RGB(red=238, green=44, blue=44)
(-42.04, -55.73), RGB(red=238, green=44, blue=44)
(-41.61, -46.78), RGB(red=238, green=44, blue=44)
(-40.58, -57.63), RGB(red=238, green=44, blue=44)
(-58.77, -35.89), RGB(red=238, green=44, blue=44)
(-31.51, -59.97), RGB(red=238, green=44, blue=44)
(-33.11, -44.78), RGB(red=238, green=44, blue=44)
(-56.52, -49.56), RGB(red=238, green=44, blue=44)
(-40.41, -53.74), RGB(red=238, green=44, blue=44)
(-29.39, -55.44), RGB(red=238, green=44, blue=44)
(-48.83, -41.46), RGB(red=238, green=44, blue=44)
(-49.85, -56.64), RGB(red=238, green=44, blue=44)
(-31.97, -54.08), RGB(red=238, green=44, blue=44)
(-56.96, -53.56), RGB(red=238, green=44, blue=44)
(-40.78, -45.76), RGB(red=238, green=44, blue=44)
(-55.97, -53.06), RGB(red=238, green=44, blue=44)
(-50.51, -48.14), RGB(red=238, green=44, blue=44)
(-56.22, -45.99), RGB(red=238, green=44, blue=44)
(-53.88, -45.5), RGB(red=238, green=44, blue=44)
(-53.14, -35.33), RGB(red=238, green=44, blue=44)
(-43.98, -56.87), RGB(red=238, green=44, blue=44)
(-47.87, -53.76), RGB(red=238, green=44, blue=44)
(-46.71, -36.35), RGB(red=238, green=44, blue=44)
(-49.68, -47.02), RGB(red=238, green=44, blue=44)
(-54.99, -34.84), RGB(red=238, green=44, blue=44)
(-49.37, -42.36), RGB(red=238, green=44, blue=44)
(-51.64, -55.39), RGB(red=238, green=44, blue=44)
(-56.7, -35.25), RGB(red=238, green=44, blue=44)
(-41.26, -58.66), RGB(red=238, green=44, blue=44)
(-32.71, -55.85), RGB(red=238, green=44, blue=44)
(-46.17, -57.66), RGB(red=238, green=44, blue=44)
(-59.76, -58.8), RGB(red=238, green=44, blue=44)
(-57.34, -54.89), RGB(red=238, green=44, blue=44)
(-55.96, -56.92), RGB(red=238, green=44, blue=44)
(-39.06, -48.24), RGB(red=238, green=44, blue=44)
(-50.56, -43.78), RGB(red=238, green=44, blue=44)
(-45.72, -49.1), RGB(red=238, green=44, blue=44)
(-43.49, -56.01), RGB(red=238, green=44, blue=44)
(-52.91, -38.87), RGB(red=238, green=44, blue=44)
(-44.28, -47.02), RGB(red=238, green=44, blue=44)
(-55.82, -47.42), RGB(red=238, green=44, blue=44)
(-44.59, -38.59), RGB(red=238, green=44, blue=44)
(-58.82, -48.41), RGB(red=238, green=44, blue=44)
(54.69, 30.06), RGB(red=255, green=153, blue=18)
(59.79, -1.42), RGB(red=255, green=153, blue=18)
(57.22, -0.06), RGB(red=255, green=153, blue=18)
(45.96, 11.62), RGB(red=255, green=153, blue=18)
(39.51, 2.15), RGB(red=255, green=153, blue=18)
(48.51, 14.18), RGB(red=255, green=153, blue=18)
(30.81, 18.53), RGB(red=255, green=153, blue=18)
(56.66, 19.4), RGB(red=255, green=153, blue=18)
(55.69, 16.22), RGB(red=255, green=153, blue=18)
(39.56, 34.35), RGB(red=255, green=153, blue=18)
(39.65, 9.02), RGB(red=255, green=153, blue=18)
(40.96, 30.14), RGB(red=255, green=153, blue=18)
(51.61, 37.78), RGB(red=255, green=153, blue=18)
(43.32, 3.44), RGB(red=255, green=153, blue=18)
(46.46, -0.38), RGB(red=255, green=153, blue=18)
(29.53, 23.04), RGB(red=255, green=153, blue=18)
(41.42, 30.45), RGB(red=255, green=153, blue=18)
(57.31, -2.55), RGB(red=255, green=153, blue=18)
(53.23, -1.8), RGB(red=255, green=153, blue=18)
(57.69, 29.16), RGB(red=255, green=153, blue=18)
(48.36, 10.4), RGB(red=255, green=153, blue=18)
(48.99, 21.35), RGB(red=255, green=153, blue=18)
(59.66, 11.72), RGB(red=255, green=153, blue=18)
(32.04, 23.98), RGB(red=255, green=153, blue=18)
(37.9, -2.6), RGB(red=255, green=153, blue=18)
(44.67, -5.41), RGB(red=255, green=153, blue=18)
(56.96, 38.22), RGB(red=255, green=153, blue=18)
(35.93, 29.94), RGB(red=255, green=153, blue=18)
(32.92, 22.22), RGB(red=255, green=153, blue=18)
(36.54, 35.18), RGB(red=255, green=153, blue=18)
(43.76, 18.71), RGB(red=255, green=153, blue=18)
(40.53, 37.85), RGB(red=255, green=153, blue=18)
(43.61, 35.14), RGB(red=255, green=153, blue=18)
(43.45, 27.39), RGB(red=255, green=153, blue=18)
(44.6, 22.02), RGB(red=255, green=153, blue=18)
(43.12, 29.86), RGB(red=255, green=153, blue=18)
(41.57, 7.73), RGB(red=255, green=153, blue=18)
(44.95, -2.71), RGB(red=255, green=153, blue=18)
(42.79, 13.06), RGB(red=255, green=153, blue=18)
(34.99, 15.54), RGB(red=255, green=153, blue=18)
(52.6, 27.13), RGB(red=255, green=153, blue=18)
(57.71, 23.79), RGB(red=255, green=153, blue=18)
(33.62, 9.27), RGB(red=255, green=153, blue=18)
(41.51, 5.3), RGB(red=255, green=153, blue=18)
(37.12, 32.5), RGB(red=255, green=153, blue=18)
(53.6, 28.74), RGB(red=255, green=153, blue=18)
(49.67, 24.6), RGB(red=255, green=153, blue=18)
(40.1, 20.75), RGB(red=255, green=153, blue=18)
(53.36, 38.03), RGB(red=255, green=153, blue=18)
(44.65, 17.15), RGB(red=255, green=153, blue=18)
(48.97, 29.46), RGB(red=255, green=153, blue=18)
(33.85, -0.41), RGB(red=255, green=153, blue=18)
(55.09, 1.61), RGB(red=255, green=153, blue=18)
(59.79, 34.0), RGB(red=255, green=153, blue=18)
(41.53, 25.4), RGB(red=255, green=153, blue=18)
(27.88, 23.15), RGB(red=255, green=153, blue=18)
(45.92, 3.55), RGB(red=255, green=153, blue=18)
(52.98, 9.82), RGB(red=255, green=153, blue=18)
(59.18, 0.51), RGB(red=255, green=153, blue=18)
(51.6, 4.64), RGB(red=255, green=153, blue=18)
(41.24, -4.07), RGB(red=255, green=153, blue=18)
(55.31, 38.32), RGB(red=255, green=153, blue=18)
(42.64, 35.32), RGB(red=255, green=153, blue=18)
(34.11, 9.93), RGB(red=255, green=153, blue=18)
(57.87, -3.39), RGB(red=255, green=153, blue=18)
(40.62, 5.04), RGB(red=255, green=153, blue=18)
(25.01, 18.87), RGB(red=255, green=153, blue=18)
(50.82, 4.02), RGB(red=255, green=153, blue=18)
(56.12, 8.05), RGB(red=255, green=153, blue=18)
(34.37, 1.15), RGB(red=255, green=153, blue=18)
(35.93, 15.75), RGB(red=255, green=153, blue=18)
(50.01, -5.74), RGB(red=255, green=153, blue=18)
(42.26, 20.24), RGB(red=255, green=153, blue=18)
(59.71, 31.24), RGB(red=255, green=153, blue=18)
(30.65, 4.82), RGB(red=255, green=153, blue=18)
(48.95, -5.04), RGB(red=255, green=153, blue=18)
(57.52, 10.69), RGB(red=255, green=153, blue=18)
(31.45, 13.74), RGB(red=255, green=153, blue=18)
(52.79, 30.25), RGB(red=255, green=153, blue=18)
(44.63, -3.07), RGB(red=255, green=153, blue=18)
(54.08, 2.1), RGB(red=255, green=153, blue=18)
(46.22, 4.86), RGB(red=255, green=153, blue=18)
(50.22, -3.09), RGB(red=255, green=153, blue=18)
(51.39, 18.59), RGB(red=255, green=153, blue=18)
(43.39, 19.14), RGB(red=255, green=153, blue=18)
(36.58, 32.68), RGB(red=255, green=153, blue=18)
(26.61, 20.7), RGB(red=255, green=153, blue=18)
(33.87, 24.1), RGB(red=255, green=153, blue=18)
(37.41, 25.1), RGB(red=255, green=153, blue=18)
(30.47, 14.24), RGB(red=255, green=153, blue=18)
