domain,story_label,title,content
cnn.com,Boston Marathon Bombings,"Terrorism strikes Boston Marathon as bombs kill 3, wound",Officials watch as the first explosion goes off on Boylston Street. A man lies on the ground after the incident. An injured woman is carried away on a stretcher. Racers and race officials stand by after the explosions. People comfort each near the site of the blasts. A runner in a wheelchair is taken from a triage tent after the explosions went off. A member of the bomb squad investigates a suspicious item on the road near Kenmore Square. Bystanders check their mobile devices for news of the explosions. The Cambridge Police Department's bomb squad investigates unattended personal items left behind after the explosions. An injured woman is placed on a stretcher. An injured man is prepared to be moved from a stretcher to an ambulance. An injured woman is loaded into an ambulance.
cnn.com,Area 51 Raid,There were (thankfully) fewer alien enthusiasts than authorities expected. There were arrests and a Naruto,"Rachel, Nevada (CNN) — The day we had all been waiting for is finally here -- but it wasn't as exciting as expected. And that's probably for the best. Two million people had pledged to storm Area 51 , the highly classified US Air Force facility in Nevada, on Friday to ""see them aliens."" Instead, many of the 3,000 or so people that showed up in surrounding areas decided against storming the mystifying location, the Lincoln County Sheriff's Office said. ""They did threaten that they were going to storm,"" Lincoln County Sheriff Kerry Lee said. ""Once officers warned them about the consequences for storming the base, they did have second thoughts."" There was one alcohol-related arrest and a Canadian citizen was also arrested for indecent exposure, Lee said. One woman came close to crossing"
cnn.com,Gay Marriage ,Supreme Court rules states must allow same-sex,"Carlos McKnight of Washington waves a rainbow flag in support of same-sex marriage on June 26. See photos from states that approved same-sex marriage before the Supreme Court ruling Kathy Petterson, left, and Beverly Reicks leave the Douglas County Clerk's office on June 26 after becoming the first same-sex couple to wed in Omaha, Nebraska. U.S. Rep. Mark Takano of California sings the national anthem June 26 with members of the Gay Men's Chorus of Washington. A group of same-sex marriage advocates film a video selfie in front of the Supreme Court on June 26. Laura Zinszer, left, and Angela Boyle kiss after receiving their marriage license June 26 in Columbia, Missouri. They were Boone County's first same-sex couple to receive their marriage license. Doug Mest, left, and Mark"
cnn.com,Brett Kavanaugh picked for SCJ,Trump picks Brett Kavanaugh for Supreme,"WASHINGTON, DC - JUNE 26: U.S. Sen. Susan Collins (R-ME) attends a lunch meeting for Republican lawmakers in the Cabinet Room at the White House June 26, 2018 in Washington, DC. The president called the Supreme Court's 5-4 ruling in favor of the administration's travel ban a ""tremendous victory,"" according to published reports. (Photo by Al Drago-Pool/Getty Images) Neil Gorsuch, U.S. Supreme Court nominee for U.S. President Donald Trump, is sworn in during a Senate Judiciary Committee confirmation hearing in Washington, D.C., U.S., on Monday, March 20, 2017. Gorsuch goes before a Senate committee as a heavy favorite, given Republican control, to win confirmation to a lifetime seat on the nations highest court. Photographer: Andrew Harrer/Bloomberg via Getty Images Justices of the US"
cnn.com,Trump Inauguration,Inauguration Day 2017: Historic moment,"Washington CNN — Donald Trump became the 45th President of the United States on Friday, vowing to drain power from Washington elites and always put “America first” in its dealings with the world at a moment of transformative political change. He arrived at the White House for the first time as President just before 5 p.m. ET following a day of tradition marking the power shift in the nation’s capital. In a time-honored ceremony on the flag-draped West Front of the Capitol earlier in the afternoon, Trump placed his left hand on a family Bible and another that belonged to Abraham Lincoln and promised to preserve, protect and defend the Constitution. As light rain began to fall on a crowd stretching toward the Washington Monument, Trump took the oath of office from Chief Justice John"
cnn.com,George Floyd Death,"As heated protests over George Floyd's death continue, Minnesota governor warns of 'extremely dangerous","Minneapolis (CNN)Hundreds remained on the streets of Minneapolis late Wednesday night protesting the death of George Floyd, a 46-year-old black man who died after pleading for help as a police officer pinned him to the ground with his knee on Floyd's neck. The demonstrations, which began Wednesday, were initially peaceful but turned ""extremely dangerous,"" according to Minnesota Gov. Tim Walz. ""The situation near Lake Street and Hiawatha in Minneapolis has evolved into an extremely dangerous situation,"" Walz said on Twitter. ""For everyone's safety, please leave the area and allow firefighters and paramedics to get to the scene."" Police officers created a barrier outside the police precinct that protesters have been targeting, smashing its windows by throwing items including water bottles."
cnn.com,Russia Invades Ukraine,"U.S. official says 1,000 Russian troops enter","A top Ukrainian army officer said a ""full-scale invasion"" of his country was under way Thursday, as a U.S. official said up to 1,000 Russian troops had crossed Ukraine's southern border to fight alongside pro-Russian rebels. U.S. officials said Russian troops were directly involved in the latest fighting, despite Moscow's denials. Rebels backed by Russian tanks and armored personnel carriers fought Ukrainian forces on two fronts Thursday: southeast of rebel-held Donetsk, and along the nation's southern coast in the town of Novoazovsk, about 12 miles (20 kilometers) from the Russian border, said Mykhailo Lysenko, the deputy commander of the Ukrainian Donbas battalion. ""This is a full-scale invasion,"" Lysenko said, referring to the fighting in the south. Intelligence now indicates that up"
foxnews.com,Hurricane Katrina,Keeping the Record Straight on the Katrina,"Keeping the record straight on the Katrina story: that is the subject of this evening's ""Talking Points Memo"". Ground zero for the hate Bush movement is The New York Times Company, but its behavior in the wake of the Hurricane Katrina is so over the top, one wonders if CEO Janet Robinson has lost control over her operation. There's no question the Bush administration was slow in getting relief to the hurricane zone. That's a legitimate criticism, but the personal attacks on President Bush by The New York Times Company, which includes The Boston Globe are beyond the pale. Some examples: - Far-left Globe columnist James Carroll: ""The bystander-in-chief, of course, is George W. Bush, whose whining self-obsession perfectly embodies what America has done to itself."" - Far-left Times"
foxnews.com,Hussein Executed,Saddam Hussein Executed by Hanging in,"Saddam Hussein, the shotgun-waving dictator who ruled Iraq with a remorseless brutality for a quarter-century, was taken to the gallows and executed Saturday, Iraqi state-run television reported. It was a grim end for the 69-year-old leader who had vexed three U.S. presidents. Despite his ouster, Washington, its allies and the new Iraqi leaders remain mired in a fight to quell a stubborn insurgency by Saddam loyalists and a vicious sectarian conflict. • Obituary: Saddam Hussein, 1937-2006 Also hanged were Saddam's half-brother Barzan Ibrahim and Awad Hamed al-Bandar, the former chief justice of the Revolutionary Court. State-run Iraqiya television news announcer said ""criminal Saddam was hanged to death and the execution started with criminal Saddam then Barzan then Awad al-Bandar."""
foxnews.com,Swine Flu,Government to Intensely Track for H1N1 Shot Side,"More than 3,000 people a day have a heart attack. If you're one of them the day after your H1N1 flu shot, will you worry the vaccine was to blame and not the more likely culprit, all those burgers and fries? The government is starting an unprecedented system to track possible side effects as mass flu vaccinations begin next month. The idea is to detect any rare but real problems quickly, and explain the inevitable coincidences that are sure to cause some false alarms. ""Every day, bad things happen to people. When you vaccinate a lot of people in a short period of time, some of those things are going to happen to some people by chance alone,"" said Dr. Daniel Salmon, a vaccine safety specialist at the Department of Health and Human Services. Health authorities hope to vaccinate well over"
foxnews.com,Obama Elected,FOX News Exit Poll,"The nation’s electorate was focused on the economy and change – two of Democrat Barack Obama’s biggest strengths – and that was more than enough to bring him victory over Republican John McCain. Few items could illustrate more about this election than this: 75 percent of voters said the country is headed in the wrong direction, up from 46 percent in 2004 and 31 percent in 2000. And these voters went solidly for Obama — 62 percent to 36 percent for McCain. Those voters saying the country is “on the right track” – 21 percent of voters – broke for McCain 71 percent to 28 percent. As expected, the economy overwhelmed all other issues, as 63 percent of voters said it was the most important issue facing the country. In addition, 50 percent said they are “very” worried about the economy’s"
foxnews.com,Boston Marathon Bombings,"3 dead, more than 130 injured as 2 bombs explode near Boston Marathon finish","next Image 1 of 3 prev next Image 2 of 3 prev Image 3 of 3 Two bombs exploded in the crowded streets near the finish line of the Boston Marathon on Monday, killing at least three people and injuring more than 130 in a bloody scene of shattered glass and severed limbs that raised alarms that terrorists might have struck again in the U.S. A White House official speaking on condition of anonymity because the investigation was still unfolding said the attack was being treated as an act of terrorism. President Barack Obama vowed that those responsible will ""feel the full weight of justice."" As many as two unexploded bombs were also found near the end of the 26.2-mile course as part of what appeared to be a well-coordinated attack, but they were safely disarmed, according to a senior U.S."
foxnews.com,Japan Earthquake & Tsunamis,Hundreds of Bodies Found in Japan After Massive Tsunami Spawned by,"Japanese police say 200 to 300 bodies have been found in a northeastern coastal area where a massive earthquake spawned a ferocious tsunami Friday that swept away boats, cars and homes. The magnitude 8.9 offshore quake -- the largest in Japan's history -- unleashed a 23-foot tsunami and was followed by more than 50 aftershocks for hours, many of them of more than magnitude 6.0. The bodies found were in Sendai city, the closest major city to the epicenter, Japanese police said. Officials said another 110 were confirmed dead, with 350 people missing. Police also said 544 people were injured. The death toll was likely to continue climbing given the scale of Friday's disaster. Tsunami waves generated by the massive quake hit as far as Hawaii, Alaska and the Oregon coast Friday morning. The"
foxnews.com,London Olympics ,London 2012 Closing Ceremony: Rio de Janeiro Takes Torch as Britain Closes With Rock & Roll,"See you in Brazil! The 2012 Olympic Games came to a close as London’s mayor, Boris Johnson, passed on the Olympic flag decorated with the four symbolic rings to Eduardo Paes, Rio de Janeiro’s mayor, who waved the over-sized flag with pride. Following the Brazilian national anthem, the ceremony culminated in carnival fashion, as Brazilian samba dancers, Capoeira artists, singers and rappers welcomed the world to their home country for the 2016 Olympic Games kicking of Aug. 5. Victoria’s Secret supermodel Alessandra Ambrosio and Brazil’s soccer legend Pelé, also took part of the festivities. After a glorious two weeks of never-to-be-forgotten moments that left Britain exhausted, exhilarated and deeply proud, organizers handed the baton to 2016 host Brazil, which must now take up the"
foxnews.com,Russia Invades Ukraine,Ukraine official: Russia has launched 'armed invasion' in,"Russian troops moved into Crimea Friday, U.S. officials told Fox News, prompting Ukraine to accuse Russia of an ""armed invasion."" At the White House, President Obama said the U.S. government is ""deeply concerned"" by reports of Russian ""military movements"" and warned any violation of Ukraine's sovereignty would be ""deeply destabilizing."" ""There will be costs"" for any military intervention, he said, without specifying what those costs might be. U.S. officials told Fox News they see “evidence of air and maritime movement into and out of Crimea by Russian forces” although the Pentagon declined to officially ""characterize"" the movement. Agence France Press quoted a top Ukranian official as saying Russian aircraft carrying nearly 2,000 suspected troops have landed at a military air base"
foxnews.com,Trump Inauguration,FACT CHECK: Trump overstates crowd size at,"next Image 1 of 3 prev next Image 2 of 3 prev Image 3 of 3 President Donald Trump's speech Saturday at the headquarters of the Central Intelligence Agency turned into the latest battle in, as he put it, his ""running war with the media."" He had two central complaints: that the media misrepresented the size of the crowd at his inauguration and that it was incorrectly reported a bust of Martin Luther King Jr. was removed from the Oval Office. A look at those assertions: TRUMP: ""I made a speech. I looked out. The field was — it looked like a million, a million and a half people."" The president went on to say that one network ""said we drew 250,000 people. Now that's not bad. But it's a lie."" He then claimed that were 250,000 right by the stage and the ""rest of the, you know, 20-block"
foxnews.com,Gay Marriage ,Gay marriage: Why Supreme Court got it,"NEW You can now listen to Fox News articles! One does not have to be a homophobe or bigot to believe that the Supreme Court made a tragic error today in creating out of thin air an imaginary right for gay marriage. Friday’s landmark mistake will have legal, sociological, and spiritual consequences for years to come. First, consider the legal ramifications of Friday’s decision. By enshrining gay marriage as a “civil right,” the Court will be opening a floodgate of litigation against individuals and businesses that refuse to honor same-sex marriages because of religious convictions. After all, if gay marriage is a civil right, then anyone who opposes it is guilty of a civil rights violation. We have already seen bakeries, florists, and wedding chapels sued and, in some cases, put out of"
foxnews.com,Trump Elected,"Trump wins presidency, defeats Clinton in historic election","NEW You can now listen to Fox News articles! Donald Trump, defying the pundits and polls to the end, defeated Hillary Clinton in Tuesday’s presidential election and claimed an establishment-stunning victory that exposes the depth of voter dissatisfaction – and signals immense changes ahead for American policy at home and abroad. Seventeen months after the billionaire tycoon’s Trump Tower entrance into the race, the first-time candidate once dismissed by the political elite will become the 45th president, Fox News projects. Speaking to cheering supporters early Wednesday morning at his victory party in New York City, the Republican candidate and now president-elect said Clinton called to congratulate him, and Fox News confirms she has conceded. Despite their hard-fought campaign, Trump"
foxnews.com,BP Oil Spill,BP Spill Response Plans Severely,"NEW ORLEANS — Glaring errors and omissions in BP's oil spill response plans have exposed a slapdash effort to follow environmental rules, outraging Gulf Coast residents who can see on their beaches how unprepared the company was. BP PLC's 582-page regional spill plan for the Gulf, and its 52-page, site-specific plan for the Deepwater Horizon rig vastly understate the dangers posed by an uncontrolled leak and vastly overstate the company's preparedness to deal with one, according to an Associated Press analysis. The lengthy plans were approved by the federal government last year before BP drilled its ill-fated well. Louisiana Gov. Bobby Jindal was incensed Wednesday after reading the AP story and said BP has been reactive — not proactive — all along. ""Look, it's obvious to everybody in"
foxnews.com,Area 51 Raid,'Storm Area 51' raid brings alien 'community of believers' to Nevada,"From the bright lights and bustling streets of downtown Las Vegas' famous Fremont Street to the dusty and dry remote Nevada high-desert, ""Storm Area 51"" hype has brought out the true believers in-force who are certain we are not alone in the universe. At the Alien Research Center in Hiko, Nev., where the ""Storm Area 51 Basecamp"" will take place Friday and Saturday, a steady stream of people perused alien-inspired gifts in the store such as magnets, T-shirts, and Christmas ornaments, with many decked out to impress visitors from another world. Kelly Bourbon from Las Vegas and Angel (who did not provide her last name), from Wichita, Kan., sported similar-looking T-shirts that read ""Mars Needs Women"" and ""Beam Us Up"" as they explained they've followed ""anything and everything alien"" ever"
foxnews.com,Brett Kavanaugh picked for SCJ,Trump nominates Brett Kavanaugh to Supreme,"NEW You can now listen to Fox News articles! President Trump nominated appeals court judge Brett Kavanaugh to the Supreme Court Monday night to replace retiring Justice Anthony Kennedy, ending a days-long guessing game that began the moment Kennedy announced his retirement and setting the stage for a grueling confirmation fight. In televised remarks from the East Room of the White House, the president praised what he called Kavanaugh's ""impeccable credentials, unsurpassed qualifications and a proven commitment to equal justice under the law."" ""There is no one in America more qualified for this position, and no one more deserving,"" Trump said. Kavanaugh had been considered a front-runner ever since Kennedy's June 27 retirement announcement. Trump conducted a swift and decisive vetting"
foxnews.com,George Floyd Death,Protesters clash with Minneapolis police after George Floyd’s,"Chaos broke out on Tuesday night in Minneapolis as protesters took to the streets to demand action after the death of George Floyd, a Minnesota man who died in police custody a day earlier. Police fired rubber bullets, tear gas and stun grenades on some protesters, reports said. The protest started peacefully, but the situation deteriorated and some demonstrators were seen breaking windows of police cars and hurling rocks, reports said. Floyd, 46, died Monday night and video later emerged showing the man on the ground with a police officer pressing his knee against Floyd's neck. Footage released of the incident showed Floyd shouting, “I cannot breathe” and “Don’t kill me.” GEORGE FLOYD'S COUSINS SPEAK OUT ABOUT HEARTBREAK OVER HIS DEATH IN MINNEAPOLIS POLICE CUSTODY Officers had"
foxnews.com,January 6th,How Wednesday's Capitol riot came to fruition and who made it,"NEW You can now listen to Fox News articles! The congressional endeavor of certifying the presidential winner in the Electoral College is typically a banal ritual. But on Wednesday after weeks of mounting emotions, lawsuits to overturn the results, and an insistence from President Trump and his supporters that the election was stolen, the ceremonial duty became a jaw-dropping event pockmarked by a raid of the Capitol, shots ringing out, tear gas and lives lost. So what happened? According to one U.S. military veteran heavily involved in the planning of Wednesday's protests, attendees came from across the country. ""Whether it was Veterans for Trump or Bikers for Trump or Latinos for Trump, we were all there together. We came together by action and the call of our president,"" the"
nbcnews.com,London Olympics ,"THROUGH 16 DAYS, 31.1 MILLION AVERAGE PRIMETIME VIEWERSHIP FOR LONDON OLYMPICS ON NBC IS BEST FOR NON-U.S. SUMMER OLYMPICS IN 36 YEARS - NBC Sports","LONDON – August 12, 2012 – Through 16 days, the London Olympics has averaged 31.1 million viewers in primetime, making it the most-watched non-U.S. Summer Olympics since the Montreal Olympics in 1976.· The 16-day average primetime viewership of 31.1 million is up 12% from the first 16 nights from the 2008 Beijing Olympics (27.7 million) and up 25% from the first 16 nights from the 2004 Athens Olympics (24.9 million).· The 16-night average household rating of 17.6/30 is 9% higher than the first 16 nights from Beijing (16.2/28), and 16% higher than the first 16 nights from Athens (15.2/27), the last European Summer Olympics. Last night’s primetime coverage of the London Olympics on NBC drew an average of 21.8 million viewers, the most-watched final Saturday of competition for a non-U.S."
nbcnews.com,Obama Elected,Obama Wins: NBC Calls Historic Election for Barack,"Barack Obama has been projected the winner of the 2008 Presidential Election, making him the first black man elected commander in chief in America's 232-year history. With the Democratic candidate already sitting at 207 electoral votes, Obama was called the winner in California, Hawaii, Idaho, Oregon and Washington. The additional 81 electoral votes were enough to secure his victory, reported MSNBC. John McCain dominated the Southeast corner of the map all night, picking up the 6 electoral votes in Mississippi, and added North Dakota to his column as well, but found himself in a deep hole. McCain had slowed Barack Obama's momentum by picking up Texas and Utah, just moments after Obama had secured what could be a decisive victory in Ohio, being awarded the battleground state's 20"
nbcnews.com,Boston Marathon Bombings,Boston Marathon,"Police and runners react to an explosion during the Boston Marathon finish area in Boston, Massachusetts, April 15, 2013. Two simultaneous explosions ripped through the crowd at the finish line of the Boston Marathon on Monday, killing two people and injuring dozens on a day when tens of thousands of people pack the streets to watch the world famous race. REUTERS/MetroWest Daily News/Ken McGagh/Handout (UNITED STATES - Tags: CRIME LAW SPORT ATHLETICS TPX IMAGES OF THE DAY) FOR EDITORIAL USE ONLY. NOT FOR SALE FOR MARKETING OR ADVERTISING CAMPAIGNS. THIS IMAGE HAS BEEN SUPPLIED BY A THIRD PARTY. IT IS DISTRIBUTED, EXACTLY AS RECEIVED BY REUTERS, AS A SERVICE TO CLIENTS. NO ARCHIVES. MANDATORY CREDIT — Metrowest Daily News/ken"
nbcnews.com,Japan Earthquake & Tsunamis,"Millions without food, water, power in","SENDAI, Japan — Millions of people were without drinking water, electricty or adequate food Sunday as the death toll from a devastating earthquake and tsunami was climbing along Japan's northeast coast. Japan's government ordered 100,000 troops to join the rescue and recovery effort after thousands of survivors huddled over heaters in emergency shelters through a second freezing night. Adding to the country's woes, from an unstable nuclear reactor in Fukushima prefecture, near Sendai. Japan's nuclear safety agency reported that radioactive cesium and iodine were detected near the facility Saturday. The detection of the materials, which are created during atomic fission, prompted the company to acknowledge that the reactor's fuel had partially melted, The reactor also was rocked"
nbcnews.com,House Speaker,Speaker of the House Pelosi makes,"It’s a glass ceiling no one else has even cracked, and Nancy Pelosi crashed through it Thursday, elected the nation’s first-ever female House speaker. “I accept this gavel in the spirit of partnership, not partisanship, and look forward to working with you on behalf of the American people,” Pelosi said in a speech to colleagues and the nation. “In this House, we may belong to different parties, but we serve one country.” The 66-year-old San Francisco Democrat beamed and clapped as she heard the voice vote catapulting her to the House’s top post. She was surrounded on the House floor by her six grandchildren, including Paul Michael Vos, born to her daughter Alexandra in early November. After her election by a vote of 233-202, Pelosi stood holding the sleeping infant — who did not stir —"
nbcnews.com,Hussein Executed,"Saddam Hussein executed, ending era in","Saddam Hussein struggled briefly after American military guards handed him over to Iraqi executioners before dawn Saturday. But as his final moments approached and masked executioners slipped a black cloth and noose around his neck, he grew calm. In a final moment of defiance, he refused a hood to cover his eyes. Hours after Saddam faced the same fate he was accused of inflicting on countless thousands during a quarter-century of ruthless power, Iraqi state television showed grainy video of what it said was his body, the head uncovered and the neck twisted at a sharp angle. Witnesses to the execution told NBC News’ Richard Engel that they were cheering around the body of Saddam after the hanging — three years after the deposed president was hauled from a hole in the ground by pursuing"
nbcnews.com,Swine Flu,U.S. says too many swine flu cases to,"U.S. health officials have lost track of how many illnesses and deaths have been caused by the first global flu epidemic in 40 years. And they did it on purpose. Government doctors stopped counting swine flu cases in July, when they estimated more than 1 million were infected in this country. The number of deaths has been sitting at more than 600 since early September. Health officials had previously counted lab-confirmed cases, though the tally was skewed because many people who got sick never were tested. Other nations have stopped relying on lab-confirmed cases, too, and health officials say the current monitoring system is adequate. But not having specific, accurate counts of swine flu means the government doesn't have a clear picture of how hard the infection is hitting some"
nbcnews.com,Gay Marriage ,Landmark: Supreme Court Rules Same-Sex Marriage Legal,"The U.S. Supreme Court on Friday made marriage for same-sex couples legal nationwide, declaring that refusing to grant marriage licenses to gay and lesbian couples violates the Constitution. The landmark ruling will produce the most significant change in laws governing matrimony since the court struck down state bans on inter-racial marriage almost 50 years ago. The majority opinion in the 5-4 decision was written by Justice Anthony Kennedy. ""No union is more profound than marriage, for it embodies the highest ideals of love, fidelity, devotion, sacrifice, and family. In forming a marital union, two people become something greater than once they were,"" Kennedy wrote. ""As some of the petitioners in these cases demonstrate, marriage embodies a love that may endure even past death."""
nbcnews.com,Hurricane Katrina,What went wrong in hurricane,"Looking back at it now, at the devastating destruction across the Gulf region, at one of America’s most beloved cities under water, at all the unimaginable human anguish, it’s hard to conceive that events unfolded as painfully as they did. Just as in the aftermath of 9/11, tough questions are being asked. How much of the damage done by this catastrophic storm could have been prevented? What did the government know before Katrina hit? What went wrong? And who is accountable? ""Dateline"" talked to some of those who say Hurricane Katrina didn’t have to turn out the way it did. Two days after hurricane Katrina struck, the Secretary of Homeland Security seemed almost self-congratulatory about the federal response to the disaster. On August 31, 2005, Department of Homeland Security Michael"
nbcnews.com,Trump Elected,Trump just won the White House: Here's how he did,"Here's what's happening now — with projections from NBC News: Clinton has reportedly called Trump to concede, and NBC has projected the election will go to Trump. New Hampshire, Michigan and Arizona are all too close to call. Trump is projected to win key battlegrounds Ohio and North Carolina. He was the apparent winner in Wisconsin and Pennsylvania, NBC reported. The GOP nominee is also the apparent winner in Florida, according to NBC News. Trump is also the projected winner in Utah, a state that featured a relatively close three-way race. Clinton is the projected winner in Nevada, Maine and Virginia. Trump was the projected winner in several states he had been expected to win: Alaska, Alabama, Arkansas, Georgia, Mississippi, Oklahoma, Tennessee, Iowa, Idaho, Indiana, West"
