(-36.64, 35.59), RGB(red=0, green=0, blue=0)
(-37.79, 36.28), RGB(red=0, green=0, blue=0)
(-28.97, 4.89), RGB(red=0, green=0, blue=0)
(-53.45, 11.06), RGB(red=0, green=0, blue=0)
(-40.72, 3.22), RGB(red=0, green=0, blue=0)
(-32.06, 26.5), RGB(red=0, green=0, blue=0)
(-30.55, 10.63), RGB(red=0, green=0, blue=0)
(-24.66, 37.27), RGB(red=0, green=0, blue=0)
(-33.44, 28.81), RGB(red=0, green=0, blue=0)
(-34.4, 32.66), RGB(red=0, green=0, blue=0)
(-44.29, 9.86), RGB(red=0, green=0, blue=0)
(-39.76, 14.44), RGB(red=0, green=0, blue=0)
(-23.69, 34.49), RGB(red=0, green=0, blue=0)
(31.54, 25.83), RGB(red=104, green=131, blue=139)
(13.57, 42.26), RGB(red=104, green=131, blue=139)
(49.96, 24.25), RGB(red=104, green=131, blue=139)
(22.63, 23.32), RGB(red=104, green=131, blue=139)
(39.64, 31.91), RGB(red=104, green=131, blue=139)
(46.73, 32.71), RGB(red=104, green=131, blue=139)
(21.99, 28.77), RGB(red=104, green=131, blue=139)
(34.86, 39.6), RGB(red=104, green=131, blue=139)
(30.03, 15.24), RGB(red=104, green=131, blue=139)
(13.71, 42.08), RGB(red=104, green=131, blue=139)
(29.24, 22.67), RGB(red=104, green=131, blue=139)
(11.02, 15.14), RGB(red=104, green=131, blue=139)
(28.29, 29.22), RGB(red=104, green=131, blue=139)
(38.33, 21.16), RGB(red=104, green=131, blue=139)
(13.85, 18.15), RGB(red=104, green=131, blue=139)
(16.44, 36.39), RGB(red=104, green=131, blue=139)
(49.05, 18.84), RGB(red=104, green=131, blue=139)
(37.09, 4.87), RGB(red=104, green=131, blue=139)
(19.18, 20.03), RGB(red=104, green=131, blue=139)
(37.52, 22.44), RGB(red=104, green=131, blue=139)
(48.18, 33.52), RGB(red=104, green=131, blue=139)
(37.66, 24.77), RGB(red=104, green=131, blue=139)
(48.41, 31.74), RGB(red=104, green=131, blue=139)
(29.97, 29.31), RGB(red=104, green=131, blue=139)
(26.55, 17.04), RGB(red=104, green=131, blue=139)
(47.45, 20.71), RGB(red=104, green=131, blue=139)
(34.24, 19.06), RGB(red=104, green=131, blue=139)
(41.84, 45.21), RGB(red=104, green=131, blue=139)
(7.29, 28.9), RGB(red=104, green=131, blue=139)
(40.54, 44.28), RGB(red=104, green=131, blue=139)
(28.84, 14.53), RGB(red=104, green=131, blue=139)
(14.0, 14.87), RGB(red=104, green=131, blue=139)
(28.48, 30.47), RGB(red=104, green=131, blue=139)
(31.8, 27.94), RGB(red=104, green=131, blue=139)
(7.48, 21.21), RGB(red=104, green=131, blue=139)
(35.01, 48.46), RGB(red=104, green=131, blue=139)
(14.05, 28.09), RGB(red=104, green=131, blue=139)
(16.24, 7.03), RGB(red=104, green=131, blue=139)
(27.75, 16.5), RGB(red=104, green=131, blue=139)
(36.81, 19.01), RGB(red=104, green=131, blue=139)
(42.52, 8.3), RGB(red=104, green=131, blue=139)
(41.62, 7.6), RGB(red=104, green=131, blue=139)
(28.41, 37.16), RGB(red=104, green=131, blue=139)
(36.66, 32.42), RGB(red=104, green=131, blue=139)
(18.2, 28.03), RGB(red=104, green=131, blue=139)
(35.45, 33.14), RGB(red=104, green=131, blue=139)
(28.92, 38.97), RGB(red=104, green=131, blue=139)
(49.63, 16.27), RGB(red=104, green=131, blue=139)
(11.98, 16.43), RGB(red=104, green=131, blue=139)
(42.31, 13.25), RGB(red=104, green=131, blue=139)
(39.89, 19.14), RGB(red=104, green=131, blue=139)
(41.27, 22.42), RGB(red=104, green=131, blue=139)
(42.05, 41.82), RGB(red=104, green=131, blue=139)
(32.99, 33.71), RGB(red=104, green=131, blue=139)
(46.45, 34.18), RGB(red=104, green=131, blue=139)
(49.55, 23.21), RGB(red=104, green=131, blue=139)
(41.53, 11.34), RGB(red=104, green=131, blue=139)
(29.62, 14.96), RGB(red=104, green=131, blue=139)
(17.99, 35.74), RGB(red=104, green=131, blue=139)
(36.87, 44.31), RGB(red=104, green=131, blue=139)
(29.65, 8.71), RGB(red=104, green=131, blue=139)
(7.78, 17.17), RGB(red=104, green=131, blue=139)
(15.47, 13.62), RGB(red=104, green=131, blue=139)
(43.35, 20.75), RGB(red=104, green=131, blue=139)
(19.23, 46.48), RGB(red=104, green=131, blue=139)
(16.22, 16.09), RGB(red=104, green=131, blue=139)
(46.54, 40.81), RGB(red=104, green=131, blue=139)
(19.96, 30.48), RGB(red=104, green=131, blue=139)
(33.57, 12.33), RGB(red=104, green=131, blue=139)
(31.59, 39.34), RGB(red=104, green=131, blue=139)
(40.2, 45.47), RGB(red=104, green=131, blue=139)
(42.48, 34.92), RGB(red=104, green=131, blue=139)
(39.51, 41.13), RGB(red=104, green=131, blue=139)
(21.55, 33.22), RGB(red=104, green=131, blue=139)
(29.62, 3.91), RGB(red=104, green=131, blue=139)
(39.01, 10.07), RGB(red=104, green=131, blue=139)
(14.23, 18.14), RGB(red=104, green=131, blue=139)
(15.68, 16.3), RGB(red=104, green=131, blue=139)
(26.75, 7.43), RGB(red=104, green=131, blue=139)
(30.4, 3.22), RGB(red=104, green=131, blue=139)
(32.66, 44.37), RGB(red=104, green=131, blue=139)
(19.4, 29.9), RGB(red=104, green=131, blue=139)
(46.5, 16.41), RGB(red=104, green=131, blue=139)
(7.43, 31.92), RGB(red=104, green=131, blue=139)
(28.53, 28.92), RGB(red=104, green=131, blue=139)
(41.29, 25.69), RGB(red=104, green=131, blue=139)
(31.08, 48.58), RGB(red=104, green=131, blue=139)
(19.83, 27.6), RGB(red=104, green=131, blue=139)
(34.68, 25.98), RGB(red=104, green=131, blue=139)
(28.46, 16.77), RGB(red=104, green=131, blue=139)
(-0.65, -8.98), RGB(red=0, green=0, blue=0)
(-0.93, -36.31), RGB(red=128, green=128, blue=105)
(-4.22, -23.5), RGB(red=128, green=128, blue=105)
(21.14, -44.77), RGB(red=128, green=128, blue=105)
(28.18, -22.17), RGB(red=128, green=128, blue=105)
(3.55, -23.62), RGB(red=128, green=128, blue=105)
(19.36, -16.47), RGB(red=128, green=128, blue=105)
(11.76, -37.56), RGB(red=128, green=128, blue=105)
(4.51, -20.99), RGB(red=128, green=128, blue=105)
(-7.75, -18.92), RGB(red=0, green=0, blue=0)
(-7.71, -18.54), RGB(red=0, green=0, blue=0)
(32.24, -29.18), RGB(red=128, green=128, blue=105)
(22.31, -40.15), RGB(red=128, green=128, blue=105)
(10.25, -32.04), RGB(red=128, green=128, blue=105)
(3.28, -14.04), RGB(red=128, green=128, blue=105)
(10.44, -43.83), RGB(red=128, green=128, blue=105)
(14.52, -27.62), RGB(red=128, green=128, blue=105)
(18.3, -30.21), RGB(red=128, green=128, blue=105)
(18.31, -40.26), RGB(red=128, green=128, blue=105)
(-1.5, -30.97), RGB(red=128, green=128, blue=105)
(28.42, -33.03), RGB(red=128, green=128, blue=105)
(32.0, -24.04), RGB(red=128, green=128, blue=105)
(6.88, -46.8), RGB(red=128, green=128, blue=105)
(26.89, -14.18), RGB(red=128, green=128, blue=105)
(23.22, -15.83), RGB(red=128, green=128, blue=105)
(21.8, -37.69), RGB(red=128, green=128, blue=105)
(4.24, -41.14), RGB(red=128, green=128, blue=105)
(12.35, -13.79), RGB(red=128, green=128, blue=105)
(-1.07, -25.4), RGB(red=128, green=128, blue=105)
(15.03, -29.29), RGB(red=128, green=128, blue=105)
(-3.06, -41.99), RGB(red=128, green=128, blue=105)
(16.55, -15.57), RGB(red=128, green=128, blue=105)
(14.36, -24.9), RGB(red=128, green=128, blue=105)
(23.88, -6.77), RGB(red=104, green=131, blue=139)
(17.83, -8.2), RGB(red=104, green=131, blue=139)
(-1.89, -17.81), RGB(red=0, green=0, blue=0)
(-1.21, -38.63), RGB(red=128, green=128, blue=105)
(8.51, -15.78), RGB(red=128, green=128, blue=105)
(16.08, -34.24), RGB(red=128, green=128, blue=105)
(26.17, -33.51), RGB(red=128, green=128, blue=105)
(2.29, -12.04), RGB(red=0, green=0, blue=0)
(26.8, -34.83), RGB(red=128, green=128, blue=105)
(35.39, -22.07), RGB(red=128, green=128, blue=105)
(1.13, -43.63), RGB(red=128, green=128, blue=105)
(22.42, -30.54), RGB(red=128, green=128, blue=105)
(17.03, -23.38), RGB(red=128, green=128, blue=105)
(22.06, -9.1), RGB(red=104, green=131, blue=139)
(20.81, -10.64), RGB(red=128, green=128, blue=105)
(21.77, -13.71), RGB(red=128, green=128, blue=105)
(26.55, -31.19), RGB(red=128, green=128, blue=105)
(18.33, -42.12), RGB(red=128, green=128, blue=105)
(21.46, -45.95), RGB(red=128, green=128, blue=105)
(21.74, -29.6), RGB(red=128, green=128, blue=105)
(26.52, -29.64), RGB(red=128, green=128, blue=105)
(8.51, -45.41), RGB(red=128, green=128, blue=105)
(26.43, -10.99), RGB(red=128, green=128, blue=105)
(23.35, -34.72), RGB(red=128, green=128, blue=105)
(5.19, -21.13), RGB(red=128, green=128, blue=105)
(9.9, -24.04), RGB(red=128, green=128, blue=105)
(31.21, -19.75), RGB(red=128, green=128, blue=105)
(11.95, -15.51), RGB(red=128, green=128, blue=105)
(-5.01, -18.03), RGB(red=0, green=0, blue=0)
(0.13, -14.44), RGB(red=0, green=0, blue=0)
(0.86, -23.03), RGB(red=128, green=128, blue=105)
(3.01, -36.8), RGB(red=128, green=128, blue=105)
(28.78, -31.27), RGB(red=128, green=128, blue=105)
(-2.18, -41.15), RGB(red=128, green=128, blue=105)
(1.63, -20.59), RGB(red=128, green=128, blue=105)
(-2.98, -11.06), RGB(red=0, green=0, blue=0)
(1.48, -31.87), RGB(red=128, green=128, blue=105)
(17.41, -19.77), RGB(red=128, green=128, blue=105)
(27.08, -13.34), RGB(red=128, green=128, blue=105)
(30.28, -29.08), RGB(red=128, green=128, blue=105)
(18.23, -30.78), RGB(red=128, green=128, blue=105)
(25.11, -36.44), RGB(red=128, green=128, blue=105)
(14.89, -26.04), RGB(red=128, green=128, blue=105)
(11.59, -48.63), RGB(red=128, green=128, blue=105)
(0.21, -32.97), RGB(red=128, green=128, blue=105)
(-4.86, -28.07), RGB(red=128, green=128, blue=105)
(6.1, -19.59), RGB(red=128, green=128, blue=105)
(24.46, -17.89), RGB(red=128, green=128, blue=105)
(8.91, -31.31), RGB(red=128, green=128, blue=105)
(0.96, -31.19), RGB(red=128, green=128, blue=105)
(-0.95, -34.39), RGB(red=128, green=128, blue=105)
(26.59, -25.07), RGB(red=128, green=128, blue=105)
(-9.3, -30.38), RGB(red=128, green=128, blue=105)
(11.42, -33.34), RGB(red=128, green=128, blue=105)
(3.82, -35.36), RGB(red=128, green=128, blue=105)
(3.52, -13.64), RGB(red=128, green=128, blue=105)
(34.75, -26.16), RGB(red=128, green=128, blue=105)
(56.96, 28.9), RGB(red=104, green=131, blue=139)
(40.89, 10.79), RGB(red=104, green=131, blue=139)
(57.34, -4.8), RGB(red=104, green=131, blue=139)
(58.07, 6.27), RGB(red=104, green=131, blue=139)
(38.39, 13.54), RGB(red=104, green=131, blue=139)
(54.79, 33.23), RGB(red=104, green=131, blue=139)
(59.32, 34.26), RGB(red=104, green=131, blue=139)
(40.63, 22.79), RGB(red=104, green=131, blue=139)
(52.9, 25.21), RGB(red=104, green=131, blue=139)
(59.24, 11.96), RGB(red=104, green=131, blue=139)
(45.66, 31.12), RGB(red=104, green=131, blue=139)
(38.48, 7.82), RGB(red=104, green=131, blue=139)
(53.32, 20.16), RGB(red=104, green=131, blue=139)
(52.06, 5.92), RGB(red=104, green=131, blue=139)
(57.31, 17.45), RGB(red=104, green=131, blue=139)
(35.29, 4.38), RGB(red=104, green=131, blue=139)
(48.95, 33.35), RGB(red=104, green=131, blue=139)
(43.7, 5.94), RGB(red=104, green=131, blue=139)
(56.53, -7.53), RGB(red=104, green=131, blue=139)
(41.26, 16.24), RGB(red=104, green=131, blue=139)
(40.81, 4.5), RGB(red=104, green=131, blue=139)
(58.39, -5.11), RGB(red=104, green=131, blue=139)
(50.6, 26.98), RGB(red=104, green=131, blue=139)
(57.35, 8.55), RGB(red=104, green=131, blue=139)
(40.0, 19.43), RGB(red=104, green=131, blue=139)
(37.82, 2.0), RGB(red=104, green=131, blue=139)
(37.89, 21.57), RGB(red=104, green=131, blue=139)
(41.51, 31.55), RGB(red=104, green=131, blue=139)
(58.44, 4.36), RGB(red=104, green=131, blue=139)
(46.19, 8.11), RGB(red=104, green=131, blue=139)
(40.33, 20.32), RGB(red=104, green=131, blue=139)
(37.04, 26.26), RGB(red=104, green=131, blue=139)
(59.58, 10.47), RGB(red=104, green=131, blue=139)
(37.49, 2.85), RGB(red=104, green=131, blue=139)
(56.03, 1.41), RGB(red=104, green=131, blue=139)
(55.88, 10.66), RGB(red=104, green=131, blue=139)
(41.1, 5.88), RGB(red=104, green=131, blue=139)
(43.01, -2.73), RGB(red=104, green=131, blue=139)
(54.91, 16.62), RGB(red=104, green=131, blue=139)
(45.19, -0.54), RGB(red=104, green=131, blue=139)
(34.67, 22.93), RGB(red=104, green=131, blue=139)
(35.7, 7.3), RGB(red=104, green=131, blue=139)
(56.17, 34.53), RGB(red=104, green=131, blue=139)
(52.8, 35.08), RGB(red=104, green=131, blue=139)
(56.66, -5.33), RGB(red=104, green=131, blue=139)
(40.44, 24.59), RGB(red=104, green=131, blue=139)
(46.41, -4.75), RGB(red=104, green=131, blue=139)
(54.88, 2.37), RGB(red=104, green=131, blue=139)
(48.81, 12.37), RGB(red=104, green=131, blue=139)
(47.45, 12.45), RGB(red=104, green=131, blue=139)
(49.84, 24.91), RGB(red=104, green=131, blue=139)
(49.91, 0.85), RGB(red=104, green=131, blue=139)
(43.87, 17.29), RGB(red=104, green=131, blue=139)
(57.15, 12.97), RGB(red=104, green=131, blue=139)
(58.87, -3.48), RGB(red=104, green=131, blue=139)
(54.76, 11.95), RGB(red=104, green=131, blue=139)
(52.44, 9.63), RGB(red=104, green=131, blue=139)
(49.76, 17.61), RGB(red=104, green=131, blue=139)
(41.55, 7.07), RGB(red=104, green=131, blue=139)
(52.47, 10.73), RGB(red=104, green=131, blue=139)
(50.47, 13.52), RGB(red=104, green=131, blue=139)
(55.45, 14.88), RGB(red=104, green=131, blue=139)
(39.0, 4.72), RGB(red=104, green=131, blue=139)
(36.86, 4.61), RGB(red=104, green=131, blue=139)
(41.73, 14.52), RGB(red=104, green=131, blue=139)
(37.51, 8.32), RGB(red=104, green=131, blue=139)
(50.1, 12.77), RGB(red=104, green=131, blue=139)
(37.99, 15.45), RGB(red=104, green=131, blue=139)
(35.77, 1.57), RGB(red=104, green=131, blue=139)
(46.09, 6.16), RGB(red=104, green=131, blue=139)
(54.71, 4.15), RGB(red=104, green=131, blue=139)
(33.5, 5.86), RGB(red=104, green=131, blue=139)
(40.6, 4.91), RGB(red=104, green=131, blue=139)
(46.96, 14.4), RGB(red=104, green=131, blue=139)
(38.97, 7.07), RGB(red=104, green=131, blue=139)
(42.57, 5.63), RGB(red=104, green=131, blue=139)
(53.01, 12.61), RGB(red=104, green=131, blue=139)
(52.54, -2.23), RGB(red=104, green=131, blue=139)
(58.22, -6.06), RGB(red=104, green=131, blue=139)
(46.36, -4.04), RGB(red=104, green=131, blue=139)
(40.94, 8.62), RGB(red=104, green=131, blue=139)
(56.03, 12.89), RGB(red=104, green=131, blue=139)
(49.1, 20.2), RGB(red=104, green=131, blue=139)
(39.45, 4.31), RGB(red=104, green=131, blue=139)
(47.2, 9.76), RGB(red=104, green=131, blue=139)
(47.33, -2.19), RGB(red=104, green=131, blue=139)
(35.96, 10.32), RGB(red=104, green=131, blue=139)
(41.6, -5.89), RGB(red=104, green=131, blue=139)
(51.85, 23.14), RGB(red=104, green=131, blue=139)
(40.55, 9.04), RGB(red=104, green=131, blue=139)
