(56.26, -32.78), (255, 255, 255)
(44.84, -1.47), (255, 255, 255)
(53.47, -25.76), (255, 255, 255)
(36.13, -27.05), (255, 255, 255)
(44.98, -19.0), (255, 255, 255)
(57.21, -13.09), (255, 255, 255)
(33.51, -13.53), (255, 255, 255)
(32.43, -14.9), (255, 255, 255)
(55.82, -3.12), (255, 255, 255)
(46.76, -21.27), (255, 255, 255)
(42.93, -39.14), (255, 255, 255)
(40.01, -35.79), (255, 255, 255)
(56.78, -21.06), (255, 255, 255)
(43.92, -20.76), (255, 255, 255)
(30.4, -8.86), (255, 255, 255)
(51.84, -13.41), (255, 255, 255)
(43.38, -15.55), (255, 255, 255)
(48.22, -34.73), (255, 255, 255)
(49.97, -36.74), (255, 255, 255)
(44.09, -10.37), (255, 255, 255)
(55.61, 1.25), (255, 255, 255)
(50.89, -25.2), (255, 255, 255)
(35.31, -3.58), (255, 255, 255)
(56.12, -30.76), (255, 255, 255)
(50.71, -29.4), (255, 255, 255)
(-9.7, -22.61), (255, 255, 255)
(-7.18, -38.6), (255, 255, 255)
(11.14, -27.07), (255, 255, 255)
(14.16, -35.3), (255, 255, 255)
(9.02, -12.74), (255, 255, 255)
(-5.23, -4.75), (255, 255, 255)
(-0.31, -20.57), (255, 255, 255)
(17.34, -13.21), (255, 255, 255)
(16.44, -3.32), (255, 255, 255)
(-1.49, -40.28), (255, 255, 255)
(-4.13, -10.7), (255, 255, 255)
(-2.16, -17.56), (255, 255, 255)
(17.95, -39.12), (255, 255, 255)
(21.24, -25.32), (255, 255, 255)
(-9.23, -22.28), (255, 255, 255)
(19.38, -15.42), (255, 255, 255)
(-11.32, -32.05), (255, 255, 255)
(20.15, -37.55), (255, 255, 255)
(-1.02, -25.58), (255, 255, 255)
(10.54, -30.82), (255, 255, 255)
(14.5, -36.35), (255, 255, 255)
(-0.83, -13.65), (255, 255, 255)
(1.82, -7.07), (255, 255, 255)
(12.4, -32.21), (255, 255, 255)
(13.03, -21.39), (255, 255, 255)
(22.24, -5.09), (255, 255, 255)
(6.5, -44.66), (255, 255, 255)
(-13.69, -19.91), (255, 255, 255)
(-2.31, -23.61), (255, 255, 255)
(-0.67, -39.99), (255, 255, 255)
(21.13, -24.84), (255, 255, 255)
(-4.84, -13.0), (255, 255, 255)
(-15.9, -19.64), (255, 255, 255)
(-13.79, -16.97), (255, 255, 255)
(15.44, -0.94), (255, 255, 255)
(18.0, -18.07), (255, 255, 255)
(-16.34, -18.41), (255, 255, 255)
(4.53, -40.39), (255, 255, 255)
(-12.17, -24.2), (255, 255, 255)
(-9.41, -17.78), (255, 255, 255)
(15.49, -18.85), (255, 255, 255)
(5.81, -30.11), (255, 255, 255)
(0.18, 0.35), (255, 255, 255)
(7.09, -33.59), (255, 255, 255)
(-13.93, -29.23), (255, 255, 255)
(22.14, -30.86), (255, 255, 255)
(-1.21, -28.69), (255, 255, 255)
(6.09, -8.21), (255, 255, 255)
(0.46, -5.03), (255, 255, 255)
(-3.11, -15.46), (255, 255, 255)
(4.05, -13.35), (255, 255, 255)
(7.28, -19.36), (255, 255, 255)
(0.16, -23.09), (255, 255, 255)
(15.8, -30.63), (255, 255, 255)
(14.14, -30.36), (255, 255, 255)
(-15.61, -22.83), (255, 255, 255)
(11.02, -16.06), (255, 255, 255)
(14.74, -14.64), (255, 255, 255)
(-13.76, -14.3), (255, 255, 255)
(-10.66, -8.54), (255, 255, 255)
(-10.18, -24.2), (255, 255, 255)
(8.44, -23.02), (255, 255, 255)
(3.57, -28.69), (255, 255, 255)
(13.82, -18.18), (255, 255, 255)
(1.41, -38.54), (255, 255, 255)
(7.52, -13.56), (255, 255, 255)
(26.93, -19.3), (255, 255, 255)
(28.91, -22.95), (255, 255, 255)
(-4.56, -37.09), (255, 255, 255)
(15.89, -9.52), (255, 255, 255)
(-5.67, -6.36), (255, 255, 255)
(20.74, -38.22), (255, 255, 255)
(-9.61, -16.42), (255, 255, 255)
(24.55, -27.98), (255, 255, 255)
(19.19, -19.61), (255, 255, 255)
(-10.41, -33.8), (255, 255, 255)
(24.43, -7.99), (255, 255, 255)
(4.59, -17.31), (255, 255, 255)
(-15.63, -13.59), (255, 255, 255)
(-8.69, -36.33), (255, 255, 255)
(-10.3, -17.3), (255, 255, 255)
(-5.72, -23.14), (255, 255, 255)
(3.03, -28.91), (255, 255, 255)
(1.96, -30.82), (255, 255, 255)
(-1.16, -17.65), (255, 255, 255)
(-6.74, -37.88), (255, 255, 255)
(-2.55, -27.09), (255, 255, 255)
(-10.01, -32.38), (255, 255, 255)
(14.14, -31.15), (255, 255, 255)
(-4.81, -30.89), (255, 255, 255)
(-31.44, -15.1), (255, 255, 255)
(-40.79, -32.91), (255, 255, 255)
(-36.05, -21.38), (255, 255, 255)
(-29.19, 5.79), (255, 255, 255)
(-18.23, -12.92), (255, 255, 255)
(-49.86, -9.94), (255, 255, 255)
(-19.68, -32.4), (255, 255, 255)
(-39.02, -9.86), (255, 255, 255)
(-17.64, -0.81), (255, 255, 255)
(-41.82, -32.72), (255, 255, 255)
(-11.92, -28.47), (255, 255, 255)
(-48.71, -3.2), (255, 255, 255)
(-21.76, -28.6), (255, 255, 255)
(-27.15, 0.95), (255, 255, 255)
(-10.05, -5.92), (255, 255, 255)
(-20.5, -18.69), (255, 255, 255)
(-25.58, -13.37), (255, 255, 255)
(-39.4, -25.29), (255, 255, 255)
(-28.43, -6.49), (255, 255, 255)
(-41.01, -4.62), (255, 255, 255)
(-24.95, -33.75), (255, 255, 255)
(-40.97, -6.7), (255, 255, 255)
(-48.94, -19.81), (255, 255, 255)
(-25.22, -33.36), (255, 255, 255)
(-25.72, -13.32), (255, 255, 255)
(-26.18, 2.65), (255, 255, 255)
(-37.14, -24.16), (255, 255, 255)
(-34.38, -19.72), (255, 255, 255)
(-28.02, -31.18), (255, 255, 255)
(-30.42, -5.77), (255, 255, 255)
(-18.02, 2.93), (255, 255, 255)
(-46.02, -18.16), (255, 255, 255)
(-40.69, -21.43), (255, 255, 255)
(-26.77, -23.45), (255, 255, 255)
(-37.75, -33.22), (255, 255, 255)
(-30.62, -33.59), (255, 255, 255)
(-44.37, -15.5), (255, 255, 255)
(-45.11, -0.24), (255, 255, 255)
(-35.67, -27.04), (255, 255, 255)
(-43.54, -22.33), (255, 255, 255)
(-38.84, 3.74), (255, 255, 255)
(-16.05, -1.55), (255, 255, 255)
(-41.96, -15.26), (255, 255, 255)
(-26.08, -7.52), (255, 255, 255)
(-35.59, -13.99), (255, 255, 255)
(-24.93, -24.3), (255, 255, 255)
(-26.06, -21.5), (255, 255, 255)
(-38.73, -20.2), (255, 255, 255)
(-27.03, -25.25), (255, 255, 255)
(-15.75, -31.49), (255, 255, 255)
(-37.09, -2.58), (255, 255, 255)
(-16.15, -18.01), (255, 255, 255)
(-12.65, -10.91), (255, 255, 255)
(-28.99, -13.39), (255, 255, 255)
(-45.18, -30.72), (255, 255, 255)
(-21.84, -22.27), (255, 255, 255)
(-43.12, -17.03), (255, 255, 255)
(-22.25, -9.41), (255, 255, 255)
(-7.84, -5.59), (255, 255, 255)
(-7.87, -7.35), (255, 255, 255)
(-43.88, -18.36), (255, 255, 255)
(-40.98, 1.46), (255, 255, 255)
(-26.1, 4.41), (255, 255, 255)
(-22.11, -18.73), (255, 255, 255)
(-21.91, -35.27), (255, 255, 255)
(-43.13, -31.64), (255, 255, 255)
(-36.47, -32.91), (255, 255, 255)
(-42.21, -20.74), (255, 255, 255)
(-36.51, -9.73), (255, 255, 255)
(-39.36, 0.91), (255, 255, 255)
(-29.55, 4.62), (255, 255, 255)
(-10.96, -23.43), (255, 255, 255)
(-46.47, -6.28), (255, 255, 255)
(-17.84, -14.59), (255, 255, 255)
(-17.54, -30.84), (255, 255, 255)
(-42.9, -4.37), (255, 255, 255)
(-7.58, -17.41), (255, 255, 255)
(-37.83, -3.48), (255, 255, 255)
(-48.82, -15.36), (255, 255, 255)
(-13.17, -14.57), (255, 255, 255)
(-37.41, -16.39), (255, 255, 255)
(-41.98, -8.11), (255, 255, 255)
(-16.16, -29.29), (255, 255, 255)
(-28.85, -21.47), (255, 255, 255)
(-32.8, -15.04), (255, 255, 255)
(-14.31, -17.03), (255, 255, 255)
(-46.53, -7.65), (255, 255, 255)
(-25.94, -1.78), (255, 255, 255)
(-48.04, -2.72), (255, 255, 255)
(-12.36, -16.43), (255, 255, 255)
(-36.8, 7.66), (255, 255, 255)
(-47.08, -7.12), (255, 255, 255)
(-54.73, 24.81), (255, 255, 255)
(-55.94, 7.94), (255, 255, 255)
(-53.49, -2.11), (255, 255, 255)
(-25.82, 22.28), (255, 255, 255)
(-48.17, 10.73), (255, 255, 255)
(-58.87, 16.33), (255, 255, 255)
(-23.31, 28.69), (255, 255, 255)
(-52.44, 2.0), (255, 255, 255)
(-45.56, 24.58), (255, 255, 255)
(-41.42, 25.25), (255, 255, 255)
(-54.11, 5.18), (255, 255, 255)
(-46.41, 32.87), (255, 255, 255)
(-19.66, 14.28), (255, 255, 255)
(-32.11, 28.51), (255, 255, 255)
(-47.65, 15.11), (255, 255, 255)
(-54.91, 9.0), (255, 255, 255)
(-26.31, 12.13), (255, 255, 255)
(-43.21, 6.43), (255, 255, 255)
(-52.33, 28.64), (255, 255, 255)
(-37.3, 13.95), (255, 255, 255)
(-49.84, 24.25), (255, 255, 255)
(-53.46, 30.64), (255, 255, 255)
(-39.77, 6.89), (255, 255, 255)
(-27.03, 25.46), (255, 255, 255)
(-24.21, 6.76), (255, 255, 255)
(-47.46, 1.28), (255, 255, 255)
(-34.53, 32.72), (255, 255, 255)
(-24.07, 5.88), (255, 255, 255)
(-23.39, 9.69), (255, 255, 255)
(-59.27, 30.36), (255, 255, 255)
(-48.46, 34.64), (255, 255, 255)
(-55.18, 2.58), (255, 255, 255)
(-37.38, -3.91), (255, 255, 255)
(-25.74, 19.53), (255, 255, 255)
(-42.86, 33.23), (255, 255, 255)
(-46.18, 11.75), (255, 255, 255)
(-38.92, 37.77), (255, 255, 255)
(-49.4, 26.12), (255, 255, 255)
(-37.05, 19.92), (255, 255, 255)
(-44.72, 19.57), (255, 255, 255)
(-46.7, 35.21), (255, 255, 255)
(-30.73, 24.83), (255, 255, 255)
(-31.68, 1.0), (255, 255, 255)
(-45.77, -0.55), (255, 255, 255)
(-39.38, 23.0), (255, 255, 255)
(-54.98, 12.49), (255, 255, 255)
(-24.29, 2.42), (255, 255, 255)
(-42.6, 21.33), (255, 255, 255)
(-56.44, 23.81), (255, 255, 255)
(-58.31, 2.4), (255, 255, 255)
(-27.35, 5.0), (255, 255, 255)
(-24.09, 6.68), (255, 255, 255)
(-48.93, 0.6), (255, 255, 255)
(-31.26, 0.12), (255, 255, 255)
(-39.37, -1.05), (255, 255, 255)
(-34.68, 23.46), (255, 255, 255)
(-44.8, 10.12), (255, 255, 255)
(-48.36, 8.09), (255, 255, 255)
(-51.97, 7.3), (255, 255, 255)
(-28.19, 8.08), (255, 255, 255)
(-23.78, 4.05), (255, 255, 255)
(-45.22, 27.08), (255, 255, 255)
(-48.09, 28.01), (255, 255, 255)
(-54.1, 19.32), (255, 255, 255)
(-19.98, 19.94), (255, 255, 255)
(-24.65, 11.76), (255, 255, 255)
(-33.24, 9.43), (255, 255, 255)
(-19.35, 12.69), (255, 255, 255)
(-41.91, 14.68), (255, 255, 255)
(-49.85, 15.56), (255, 255, 255)
(-30.41, 10.15), (255, 255, 255)
(-39.76, 15.77), (255, 255, 255)
(-36.35, 9.89), (255, 255, 255)
(-46.91, 15.1), (255, 255, 255)
(-29.07, 17.86), (255, 255, 255)
(-55.96, 0.16), (255, 255, 255)
(-54.09, -0.47), (255, 255, 255)
(-20.73, 11.32), (255, 255, 255)
(-47.37, 28.74), (255, 255, 255)
(-44.34, 0.86), (255, 255, 255)
(-39.87, 35.2), (255, 255, 255)
(-20.08, 18.29), (255, 255, 255)
(-26.6, 22.47), (255, 255, 255)
(-45.32, 33.66), (255, 255, 255)
(-53.4, -1.82), (255, 255, 255)
(-42.61, 6.81), (255, 255, 255)
(-44.63, 14.81), (255, 255, 255)
(-25.38, 10.38), (255, 255, 255)
